,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
50,50,/players/a/alexaga01.html,Gary Alexander,1994,1994,F,South Florida,6-7,240.0,"November 1, 1969",0.571,11.0,1.7,0.333,0.7,1.3,0.3,0.8,0.0,0.0,,0.571,0.531,87.0,14.6,0.617,5.8,11.0,3.0,4.8,0.0,0.0,0.0
51,51,/players/a/alexajo01.html,Joe Alexander,2009,2010,F,West Virginia,6-8,230.0,"December 26, 1986",0.41,67.0,4.2,0.698,1.5,3.7,0.9,1.3,0.2,0.7,0.34,0.442,0.447,82.0,12.1,0.765,4.5,10.0,2.5,3.3,0.6,2.1,0.295
52,52,/players/a/alexaky01.html,Kyle Alexander,2020,2020,F,Tennessee,6-11,220.0,"October 21, 1996",0.5,2.0,1.0,,0.5,1.0,0.0,0.0,0.0,0.0,,0.5,0.587,135.0,4.6,0.638,1.8,3.1,1.0,1.5,0.0,0.1,0.357
53,53,/players/a/alexaty01.html,Ty-Shon Alexander,2021,2021,G,Creighton,6-3,195.0,"July 16, 1998",0.25,15.0,0.6,0.5,0.2,0.8,0.1,0.1,0.1,0.6,0.222,0.333,0.418,98.0,12.7,0.813,4.1,9.8,2.4,2.9,2.1,5.8,0.372
54,54,/players/a/alexavi01.html,Victor Alexander,1992,2002,C-F,Iowa State,6-9,265.0,"August 31, 1969",0.518,286.0,8.9,0.634,3.8,7.4,1.1,1.8,0.1,0.2,0.286,0.522,0.611,111.0,17.0,0.635,7.0,11.5,3.0,4.8,0.0,0.0,0.0
55,55,/players/a/alexani01.html,Nickeil Alexander-Walker,2020,2022,G,Virginia Tech,6-6,205.0,"September 2, 1998",0.393,102.0,8.8,0.719,3.3,8.5,0.8,1.1,1.4,4.1,0.333,0.474,0.464,67.0,13.5,0.763,4.7,10.1,2.4,3.1,1.7,4.5,0.383
56,56,/players/a/alforst01.html,Steve Alford,1988,1991,G,Indiana,6-2,183.0,"November 23, 1964",0.459,169.0,4.4,0.87,1.7,3.8,0.8,0.9,0.2,0.6,0.324,0.487,0.533,125.0,19.5,0.898,7.2,13.5,4.3,4.8,,,0.53
57,57,/players/a/alkinra01.html,Rawle Alkins,2019,2019,G,Arizona,6-5,225.0,"October 29, 1997",0.333,10.0,3.7,0.667,1.3,3.9,0.8,1.2,0.3,1.2,0.25,0.372,0.45,60.0,11.8,0.729,4.0,9.0,2.4,3.3,1.3,3.5,0.365
58,58,/players/a/allenbi01.html,Bill Allen,1968,1968,C-F,New Mexico State,6-8,205.0,,0.429,38.0,7.9,0.586,3.2,7.4,1.5,2.6,0.1,0.1,1.0,0.432,,,,,,,,,,,
59,59,/players/a/allenbo01.html,Bob Allen,1969,1969,F,Marshall,6-9,205.0,"July 17, 1946",0.326,27.0,1.8,0.556,0.5,1.6,0.7,1.3,,,,,0.495,77.0,7.5,0.599,2.5,5.1,2.5,4.1,,,
60,60,/players/a/allengr01.html,Grayson Allen,2019,2022,G,Duke,6-4,198.0,"October 8, 1995",0.42,134.0,8.8,0.837,2.9,6.9,1.3,1.6,1.6,4.3,0.38,0.539,0.43,142.0,14.1,0.834,4.3,9.9,3.5,4.2,2.0,5.4,0.38
61,61,/players/a/allenja01.html,Jarrett Allen,2018,2022,C-F,Texas,6-11,243.0,"April 21, 1998",0.615,294.0,10.8,0.693,4.2,6.8,2.4,3.5,0.1,0.3,0.195,0.619,0.566,33.0,13.4,0.564,5.4,9.6,2.5,4.5,0.0,0.2,0.0
62,62,/players/a/allenje01.html,Jerome Allen,1996,1997,G,Penn,6-4,184.0,"January 28, 1973",0.35,117.0,2.9,0.63,1.0,2.8,0.6,0.9,0.3,1.1,0.317,0.411,0.417,109.0,13.7,0.722,4.6,11.1,2.8,3.8,1.6,4.8,0.343
63,63,/players/a/allenka01.html,Kadeem Allen,2018,2020,G,Arizona,6-1,200.0,"January 15, 1993",0.435,47.0,5.5,0.757,1.9,4.4,1.2,1.6,0.5,1.3,0.349,0.488,0.459,68.0,9.1,0.725,3.0,6.6,2.3,3.1,0.7,1.8,0.4
64,64,/players/a/allenla01.html,Lavoy Allen,2012,2017,F-C,Temple,6-9,260.0,"February 4, 1989",0.471,388.0,4.8,0.682,2.1,4.5,0.5,0.7,0.0,0.0,0.133,0.472,0.534,135.0,10.5,0.671,4.4,8.2,1.6,2.4,0.1,0.5,0.288
65,65,/players/a/allenlu01.html,Lucius Allen,1970,1979,G,UCLA,6-2,175.0,"September 26, 1947",0.463,702.0,13.4,0.76,5.5,11.9,2.3,3.1,,,,,0.47,60.0,15.3,0.696,6.2,13.2,2.9,4.1,,,
66,66,/players/a/allenma01.html,Malik Allen,2002,2011,F-C,Villanova,6-10,255.0,"June 27, 1978",0.439,478.0,4.9,0.778,2.2,4.9,0.5,0.7,0.0,0.0,0.188,0.44,0.514,127.0,8.9,0.696,3.4,6.7,2.1,3.0,0.0,0.0,
67,67,/players/a/allenra01.html,Randy Allen,1989,1990,F,Florida State,6-8,220.0,"January 26, 1965",0.442,70.0,3.6,0.533,1.6,3.7,0.3,0.6,0.0,0.1,0.0,0.442,0.491,115.0,12.5,0.615,5.1,10.5,2.2,3.6,,,0.0
68,68,/players/a/allenra02.html,Ray Allen,1997,2014,G,UConn,6-5,205.0,"July 20, 1975",0.452,1300.0,18.9,0.894,6.6,14.6,3.4,3.8,2.3,5.7,0.4,0.53,0.487,101.0,19.0,0.779,7.0,14.3,2.8,3.5,2.3,5.1,0.448
69,69,/players/a/allento01.html,Tony Allen,2005,2018,G-F,"Butler County Community College, Oklahoma State",6-4,213.0,"January 11, 1982",0.475,820.0,8.1,0.709,3.2,6.6,1.7,2.3,0.2,0.5,0.282,0.487,0.477,67.0,15.3,0.682,5.5,11.5,3.5,5.2,0.8,2.2,0.347
70,70,/players/a/allenwi01.html,Willie Allen,1972,1972,F,Miami (FL),6-6,230.0,"February 8, 1949",0.308,7.0,1.9,0.833,0.6,1.9,0.7,0.9,0.0,0.0,,0.308,,,,,,,,,,,
71,71,/players/a/allisod01.html,Odis Allison,1972,1972,F,UNLV,6-6,195.0,"October 2, 1949",0.218,36.0,1.9,0.541,0.5,2.2,0.9,1.7,,,,,0.416,48.0,17.9,0.621,5.8,13.9,6.3,10.1,,,
72,72,/players/a/allrela01.html,Lance Allred,2008,2008,C,"Utah, Weber State",6-11,250.0,"February 2, 1981",0.25,3.0,1.0,0.5,0.3,1.3,0.3,0.7,0.0,0.0,,0.25,0.481,95.0,9.7,0.718,3.4,7.1,2.8,3.9,0.1,0.1,0.429
73,73,/players/a/allumda01.html,Darrell Allums,1981,1981,F,UCLA,6-9,220.0,"September 12, 1958",0.343,22.0,2.7,0.591,1.0,3.0,0.6,1.0,0.0,0.0,0.0,0.343,0.488,92.0,3.8,0.688,1.3,2.7,1.1,1.6,,,
74,74,/players/a/almonmo01.html,Morris Almond,2008,2012,G,Rice University,6-6,225.0,"February 2, 1985",0.381,38.0,3.1,0.743,1.1,3.0,0.7,0.9,0.2,0.6,0.292,0.412,0.492,121.0,15.1,0.824,5.2,10.5,3.5,4.2,1.3,2.9,0.435
75,75,/players/a/alstode01.html,Derrick Alston,1995,1997,F,Duquesne,6-11,225.0,"August 20, 1972",0.489,139.0,5.4,0.487,2.3,4.7,0.8,1.7,0.0,0.1,0.143,0.49,0.561,114.0,16.7,0.576,6.5,11.6,3.7,6.4,0.0,0.0,0.333
76,76,/players/a/alstora01.html,Rafer Alston,2000,2010,G,Fresno State,6-2,171.0,"July 24, 1976",0.383,671.0,10.1,0.729,3.7,9.5,1.3,1.8,1.5,4.2,0.354,0.461,0.401,33.0,11.0,0.758,3.8,9.4,1.5,2.0,2.0,5.9,0.337
77,77,/players/a/alumape01.html,Peter Aluma,1999,1999,C,Liberty,6-10,260.0,"April 23, 1973",0.5,2.0,1.0,,0.5,1.0,0.0,0.0,0.0,0.0,,0.5,0.528,119.0,14.4,0.666,5.3,10.1,3.8,5.7,0.0,0.0,0.0
